date,equity,cash,regime,active_module,n_positions,drawdown,qqq_close
2025-01-27T05:00:00Z,104891.65579944794,78434.11855729982,RISK_OFF,pullback,15,0.006121104637095128,510.41
2025-01-28T05:00:00Z,106136.89781922223,83396.35313344342,RISK_ON,momentum,15,0.0,517.95
2025-01-29T05:00:00Z,105870.06113864953,83396.35313344342,RISK_ON,momentum,15,0.0025607603776026068,516.98
2025-01-30T05:00:00Z,105929.26466907922,83396.35313344342,RISK_ON,momentum,15,0.0020029830065532626,519.18
2025-01-31T05:00:00Z,106063.86634185696,83396.35313344342,RISK_ON,momentum,15,0.0007348531055842616,518.43
2025-02-03T05:00:00Z,105903.0035825076,83396.35313344342,RISK_ON,momentum,15,0.002250397978641954,514.28
2025-02-04T05:00:00Z,106697.18093550844,82689.00120302138,RISK_ON,momentum,15,0.0,520.59
2025-02-05T05:00:00Z,106739.85181733001,82689.00120302138,RISK_ON,momentum,15,0.0,522.96
2025-02-06T05:00:00Z,106803.68231069464,80524.71795792674,RISK_ON,momentum,15,0.0,525.69
2025-02-07T05:00:00Z,106969.58891752563,80524.71795792674,RISK_ON,momentum,15,0.0,519.06
2025-02-10T05:00:00Z,107540.07109368511,78655.6612808821,RISK_ON,momentum,15,0.0,525.34
2025-02-11T05:00:00Z,107274.50639941878,78655.6612808821,RISK_ON,momentum,15,0.0025120067059123175,524.09
2025-02-12T05:00:00Z,107371.88924091551,78655.6612808821,RISK_ON,momentum,15,0.0016064959894689361,524.4
2025-02-13T05:00:00Z,108730.40441568484,80595.58422570798,RISK_ON,momentum,15,0.0,531.94
2025-02-14T05:00:00Z,108741.34524138743,82883.89607728078,RISK_ON,momentum,15,0.0,534.17
2025-02-18T05:00:00Z,108920.34205208601,80664.44215698435,RISK_ON,momentum,15,0.0,535.38
2025-02-19T05:00:00Z,108484.29345408798,79509.95505837846,RISK_ON,momentum,15,0.003993665733854963,535.53
2025-02-20T05:00:00Z,107742.58691948903,77438.55929455136,RISK_ON,momentum,15,0.010811855016994219,533.26
2025-02-21T05:00:00Z,106386.37375714093,69283.20787774427,RISK_OFF,pullback,15,0.022967340164111477,522.19
2025-02-24T05:00:00Z,105844.86601885775,65359.98451225053,CRISIS,pullback,15,0.028077114033495828,516.03
2025-02-25T05:00:00Z,105140.27056592333,65206.21532278958,CRISIS,pullback,15,0.034628657199605395,509.53
2025-02-26T05:00:00Z,105056.31562214236,66280.18156355829,CRISIS,pullback,15,0.035504096590096956,510.76
2025-02-27T05:00:00Z,104201.67284140125,65110.59086343074,CRISIS,pullback,15,0.04319850037638154,496.57
2025-02-28T05:00:00Z,104804.21829806622,67329.1830357589,CRISIS,pullback,15,0.03780799679825478,504.41
2025-03-03T05:00:00Z,103386.8690657472,66854.82688272066,CRISIS,pullback,15,0.050730915880823714,493.38
2025-03-04T05:00:00Z,103371.99248572902,65566.8035617796,CRISIS,pullback,15,0.05087498744699494,491.89
2025-03-05T05:00:00Z,104037.44234656275,67685.6874677525,CRISIS,pullback,15,0.044848420359762026,498.3
2025-03-06T05:00:00Z,102252.98402481226,64876.63173624498,CRISIS,pullback,15,0.0610506343180594,484.59
2025-03-07T05:00:00Z,102636.978772054,64688.70340506016,CRISIS,pullback,15,0.05761359622097426,488.16
2025-03-10T04:00:00Z,99798.36581548327,59184.58321929878,CRISIS,pullback,15,0.08334049199362804,469.24
2025-03-11T04:00:00Z,100714.96926716654,60268.13516991736,CRISIS,pullback,15,0.07530488448005525,468.11
2025-03-12T04:00:00Z,101859.79972374465,64628.45328716844,CRISIS,pullback,15,0.06482001262391907,473.4
2025-03-13T04:00:00Z,100087.47731529214,64049.53626845709,CRISIS,pullback,15,0.0810261008908124,464.88
2025-03-14T04:00:00Z,101173.8995488981,65202.14937672863,CRISIS,pullback,15,0.07114650540892214,476.12
2025-03-17T04:00:00Z,101995.74031412603,68478.88705164893,CRISIS,pullback,15,0.06358194658538609,479.2
2025-03-18T04:00:00Z,101600.29415105068,70732.7851713442,CRISIS,pullback,15,0.06722180203928146,471.03
2025-03-19T04:00:00Z,102678.9137168889,78243.34485062245,CRISIS,pullback,15,0.05727105750212264,477.34
2025-03-20T04:00:00Z,102458.04019667406,78243.34485062245,CRISIS,pullback,15,0.05936784249959957,475.72
2025-03-21T04:00:00Z,102873.54360869918,79284.31148288741,CRISIS,pullback,15,0.0555436817310948,477.29
2025-03-24T04:00:00Z,103855.67262487908,81928.91582373295,CRISIS,pullback,15,0.04645508463172807,487.76
2025-03-25T04:00:00Z,103941.20214012619,81928.91582373295,RISK_OFF,pullback,15,0.04575144093546787,490.54
2025-03-26T04:00:00Z,103313.66325479203,81928.91582373295,RISK_OFF,pullback,15,0.05151266040144811,481.52
2025-03-27T04:00:00Z,102944.80991287887,80739.42948035707,RISK_OFF,pullback,15,0.054853142158347565,478.77
2025-03-28T04:00:00Z,102098.05785962136,78525.13772986033,CRISIS,pullback,15,0.06258046303546405,466.17
2025-03-31T04:00:00Z,101902.32164260102,76438.41654493134,CRISIS,pullback,15,0.06443269053510792,466.15
2025-04-01T04:00:00Z,102481.19677789141,77482.14845619269,CRISIS,pullback,15,0.0591456581258089,469.91
2025-04-02T04:00:00Z,102438.63393410963,77482.14845619269,CRISIS,pullback,15,0.05954600474621251,473.34
2025-04-03T04:00:00Z,100388.37135471159,62781.02776747972,CRISIS,pullback,15,0.07795008023604547,448.0
2025-04-04T04:00:00Z,98139.44409270413,82320.61774387259,CRISIS,pullback,7,0.09883582762060042,420.17
2025-04-07T04:00:00Z,98309.99313810162,85014.02673486527,CRISIS,pullback,6,0.09742488910599532,421.19
2025-04-08T04:00:00Z,97868.29143911602,85014.02673486527,CRISIS,pullback,6,0.10150475306239551,413.6
2025-04-09T04:00:00Z,99569.00679888867,63762.39236230955,CRISIS,pullback,15,0.08559209286028009,463.25
2025-04-10T04:00:00Z,97649.18006307841,66351.63983054734,CRISIS,pullback,14,0.10349254473383915,443.54
2025-04-11T04:00:00Z,98577.29495036337,66731.477586611,CRISIS,pullback,15,0.09493778603972927,451.71
2025-04-14T04:00:00Z,98812.6822874141,68842.04944685935,CRISIS,pullback,15,0.09281522846802721,454.78
2025-04-15T04:00:00Z,98604.60040408353,68842.04944685935,CRISIS,pullback,15,0.0947449527678086,455.28
2025-04-16T04:00:00Z,97957.33766159363,68842.04944685935,CRISIS,pullback,15,0.10068725020751369,441.55
2025-04-17T04:00:00Z,98046.96251461019,68535.16007206702,RISK_OFF,pullback,15,0.09981319013652276,441.48
2025-04-21T04:00:00Z,97661.12126714889,69501.69316069083,RISK_OFF,pullback,14,0.10339782912834627,430.55
2025-04-22T04:00:00Z,98318.68888948548,66549.09435537542,RISK_OFF,pullback,15,0.09734272869120149,441.85
2025-04-23T04:00:00Z,99492.76634846149,64947.1179709782,RISK_OFF,pullback,15,0.08655086569073571,451.87
2025-04-24T04:00:00Z,100751.61955403653,72412.861663184,RISK_OFF,pullback,15,0.0749652966327749,464.59
2025-04-25T04:00:00Z,100961.1110175259,74492.55970572564,CRISIS,pullback,15,0.07309152422982401,469.77
2025-04-28T04:00:00Z,101133.63490084675,73865.35839846652,RISK_OFF,pullback,15,0.07147675040543722,469.62
2025-04-29T04:00:00Z,101232.92022703524,74932.85298878344,RISK_OFF,pullback,15,0.07060543901387575,472.72
2025-04-30T04:00:00Z,100711.60133860797,74932.85298878344,RISK_OFF,pullback,15,0.07540129919906284,472.66
2025-05-01T04:00:00Z,100121.93122928105,73618.36730594191,RISK_ON,momentum,15,0.08077172942650529,478.83
2025-05-02T04:00:00Z,100801.30842351486,72959.76219347377,RISK_ON,momentum,15,0.07452819778098409,485.94
2025-05-05T04:00:00Z,100794.3321792301,74025.3953823442,RISK_ON,momentum,15,0.07463198269473893,483.06
2025-05-06T04:00:00Z,100601.0255672787,74025.3953823442,RISK_ON,momentum,15,0.07641645746436898,478.56
2025-05-07T04:00:00Z,100599.71843608053,71934.36154168792,RISK_ON,momentum,15,0.07639220212960236,480.44
2025-05-08T04:00:00Z,101114.83258973986,72973.2720284827,RISK_ON,momentum,15,0.0716898238300504,485.4
2025-05-09T04:00:00Z,100976.04324808481,72973.2720284827,RISK_ON,momentum,15,0.07297354864510681,485.09
2025-05-12T04:00:00Z,102714.58083394868,75410.69231724164,RISK_ON,momentum,15,0.056876943243364154,504.85
2025-05-13T04:00:00Z,102969.37841966689,76504.50458772056,RISK_ON,momentum,15,0.05466336952820874,512.54
2025-05-14T04:00:00Z,103068.47357031198,75554.91575461172,RISK_ON,momentum,15,0.05371555555060307,515.61
2025-05-15T04:00:00Z,102755.19530860418,75554.91575461172,RISK_ON,momentum,15,0.056639763243832485,516.18
2025-05-16T04:00:00Z,103095.18225846346,75554.91575461172,RISK_ON,momentum,15,0.05351845956132749,518.43
2025-05-19T04:00:00Z,102847.37308131266,76333.3684487432,RISK_ON,momentum,15,0.05578635683808506,518.92
2025-05-20T04:00:00Z,103061.14940589925,77161.61055253384,RISK_ON,momentum,15,0.05382329210024188,517.2
2025-05-21T04:00:00Z,102369.97673444808,75959.1397343712,RISK_OFF,pullback,15,0.06007446952480217,510.01
2025-05-22T04:00:00Z,102477.23975257593,77009.46277086416,RISK_ON,momentum,15,0.05918192564783343,510.96
2025-05-23T04:00:00Z,102239.25450844226,77933.12500257356,RISK_OFF,pullback,15,0.061311572933375226,506.23
2025-05-27T04:00:00Z,102897.38347089608,80883.83751519096,RISK_ON,momentum,15,0.05530726585274553,518.14
2025-05-28T04:00:00Z,102924.59362222035,80883.83751519096,RISK_ON,momentum,15,0.055084575374653624,515.84
2025-05-29T04:00:00Z,103024.92386607888,80883.83751519096,RISK_ON,momentum,15,0.05416347778619652,516.86
2025-05-30T04:00:00Z,103010.69327637709,79876.84143712737,RISK_ON,momentum,15,0.05424657608643863,516.04
2025-06-02T04:00:00Z,103299.02145813125,79876.84143712737,RISK_ON,momentum,15,0.05164708171925078,520.12
2025-06-03T04:00:00Z,103571.21808667506,76268.03826219901,RISK_ON,momentum,15,0.04906707591946372,524.18
2025-06-04T04:00:00Z,103748.7192551401,77886.71309069871,RISK_ON,momentum,15,0.04750368496964842,525.64
2025-06-05T04:00:00Z,103812.31947495481,80024.50738599653,RISK_ON,momentum,15,0.046915022517006015,521.69
2025-06-06T04:00:00Z,103817.40079220131,76848.35439827094,RISK_ON,momentum,15,0.046802708874910434,526.79
2025-06-09T04:00:00Z,103703.19575322236,76848.35439827094,RISK_ON,momentum,15,0.047936496015405755,527.56
2025-06-10T04:00:00Z,104108.42210627679,80137.28928057507,RISK_OFF,pullback,15,0.044186026918974705,531.05
2025-06-11T04:00:00Z,104227.63161421064,80137.28928057507,RISK_ON,momentum,15,0.04312183008538149,529.26
2025-06-12T04:00:00Z,104103.8829125476,75864.41116551864,RISK_ON,momentum,15,0.04418237867946964,530.51
2025-06-13T04:00:00Z,103487.88697638604,72833.16338913291,RISK_OFF,pullback,15,0.04982689391133447,523.85
2025-06-16T04:00:00Z,104206.59619185833,74711.99177883437,RISK_OFF,pullback,15,0.04329768294396985,531.13
2025-06-17T04:00:00Z,104173.01243223518,76901.50727916916,RISK_OFF,pullback,15,0.04360314876577572,525.95
2025-06-18T04:00:00Z,104267.05721044885,76901.50727916916,RISK_ON,momentum,15,0.04275987719638317,525.86
2025-06-20T04:00:00Z,103995.11740976013,76901.50727916916,RISK_ON,momentum,15,0.045256463320234905,523.72
2025-06-23T04:00:00Z,104400.8410973955,77741.21005801808,RISK_ON,momentum,15,0.041523936434165395,529.1
2025-06-24T04:00:00Z,105067.95351757671,79377.89343773697,RISK_ON,momentum,15,0.0353920817755903,537.19
2025-06-25T04:00:00Z,105198.34042809816,80225.94993689255,RISK_ON,momentum,15,0.03420229159060212,538.57
2025-06-26T04:00:00Z,105486.73815162675,80225.94993689255,RISK_ON,momentum,15,0.03156240442645676,543.6
2025-06-27T04:00:00Z,105679.00819412594,76502.5071663854,RISK_ON,momentum,15,0.029714906159915802,545.46
2025-06-30T04:00:00Z,105907.92443128291,77328.6810850571,RISK_ON,momentum,15,0.027688045109805774,549.0
2025-07-01T04:00:00Z,105308.14464385321,77328.6810850571,RISK_ON,momentum,15,0.033202010222254885,544.37
2025-07-02T04:00:00Z,105591.50595860003,78149.92508941416,RISK_ON,momentum,15,0.03059301998478054,548.16
2025-07-03T04:00:00Z,106020.27287290477,79009.47476358294,RISK_ON,momentum,15,0.026656305847896238,553.55
2025-07-07T04:00:00Z,105893.3175172148,79009.47476358294,RISK_ON,momentum,15,0.02782973859453066,549.38
2025-07-08T04:00:00Z,105975.63790372046,79852.25016259833,RISK_ON,momentum,15,0.027066238357829217,549.69
2025-07-09T04:00:00Z,106202.35394762763,79852.25016259833,RISK_ON,momentum,15,0.024992581025173995,553.58
2025-07-10T04:00:00Z,105698.41625480805,77562.36481810921,RISK_ON,momentum,15,0.029523530243641176,552.79
2025-07-11T04:00:00Z,105549.79993181535,74436.09529950951,RISK_ON,momentum,15,0.030895776855488496,551.54
2025-07-14T04:00:00Z,105515.49788219591,74436.09529950951,RISK_ON,momentum,15,0.03129837119526797,553.54
2025-07-15T04:00:00Z,105863.98040216579,74912.80066375279,RISK_ON,momentum,15,0.028036315548066005,554.05
2025-07-16T04:00:00Z,105918.89287840306,73366.27087538791,RISK_ON,momentum,15,0.027550746979296905,554.62
2025-07-17T04:00:00Z,106331.4916176319,74195.48812908819,RISK_ON,momentum,15,0.023799391948947455,559.11
2025-07-18T04:00:00Z,106387.95877555294,75030.88870998364,RISK_ON,momentum,15,0.023280929497980416,558.57
2025-07-21T04:00:00Z,106585.51172441662,75030.88870998364,RISK_ON,momentum,15,0.021474940774079503,561.47
2025-07-22T04:00:00Z,106107.83532964933,74328.06558374398,RISK_ON,momentum,15,0.0258082728913895,558.56
2025-07-23T04:00:00Z,106345.78065199721,74328.06558374398,RISK_ON,momentum,15,0.02367582960073378,561.11
2025-07-24T04:00:00Z,106611.44588863793,75977.87927847006,RISK_ON,momentum,15,0.021221686563565306,562.3
2025-07-25T04:00:00Z,106847.6491596369,77696.6268535458,RISK_ON,momentum,15,0.019052551781046357,563.66
2025-07-28T04:00:00Z,107212.99174146535,77696.6268535458,RISK_ON,momentum,15,0.01571426175765524,565.42
2025-07-29T04:00:00Z,106947.38415165782,74464.71499574614,RISK_ON,momentum,15,0.01806446458487186,564.54
2025-07-30T04:00:00Z,106940.66544852425,74464.71499574614,RISK_ON,momentum,15,0.01821439613443583,565.3
2025-07-31T04:00:00Z,106667.64190426895,73992.87152914991,RISK_ON,momentum,15,0.020607623176002874,562.3
2025-08-01T04:00:00Z,105441.0823626673,66628.83806006738,RISK_OFF,pullback,15,0.03170029209040525,551.22
2025-08-04T04:00:00Z,106496.09690420258,72989.0964630481,RISK_ON,momentum,15,0.02223737779575585,561.4
2025-08-05T04:00:00Z,105960.90506269998,74072.82547296569,RISK_ON,momentum,15,0.027199281195839413,557.58
2025-08-06T04:00:00Z,106396.29162650039,75235.66931589763,RISK_ON,momentum,15,0.02308407203671939,564.6
2025-08-07T04:00:00Z,106717.83701573084,73897.86829920766,RISK_ON,momentum,15,0.020213555772959645,566.51
2025-08-08T04:00:00Z,105353.29234815913,72641.36220813602,RISK_ON,momentum,15,0.0326247698755813,571.8
2025-08-11T04:00:00Z,105354.9893782924,71094.1427387512,RISK_ON,momentum,15,0.03272806906797076,570.1
2025-08-12T04:00:00Z,105920.14355857891,73003.39640188945,RISK_ON,momentum,15,0.027565912151929255,577.27
2025-08-13T04:00:00Z,106044.08152006206,75828.5153805695,RISK_ON,momentum,15,0.0264196635353923,577.56
2025-08-14T04:00:00Z,105812.39249015007,75828.5153805695,RISK_ON,momentum,15,0.02857268353723656,577.11
2025-08-15T04:00:00Z,105621.43863614743,73603.51253941157,RISK_ON,momentum,15,0.03028797190963978,574.57
2025-08-18T04:00:00Z,105663.04066420883,73603.51253941157,RISK_ON,momentum,15,0.02994383147245044,574.34
2025-08-19T04:00:00Z,104909.23987199295,70772.37547902126,RISK_ON,momentum,15,0.036774533197178494,566.55
2025-08-20T04:00:00Z,104736.61549437145,70278.16974749423,RISK_ON,momentum,15,0.03828028233950133,563.19
2025-08-21T04:00:00Z,104487.13794240834,70278.16974749423,RISK_ON,momentum,15,0.04073939141186157,560.58
