date,equity,cash,regime,active_module,n_positions,drawdown,qqq_close
2024-08-14T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,457.93
2024-08-15T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,469.5
2024-08-16T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,470.1
2024-08-19T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,476.28
2024-08-20T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,475.28
2024-08-21T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,477.49
2024-08-22T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,469.92
2024-08-23T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,475.02
2024-08-26T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,470.41
2024-08-27T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,471.81
2024-08-28T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,466.46
2024-08-29T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,465.78
2024-08-30T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,471.33
2024-09-03T04:00:00Z,100000.0,100000.0,CRISIS,pullback,0,0.0,457.02
2024-09-04T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,455.83
2024-09-05T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,456.26
2024-09-06T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,444.03
2024-09-09T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,449.74
2024-09-10T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,453.9
2024-09-11T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,463.76
2024-09-12T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,468.31
2024-09-13T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,470.41
2024-09-16T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,468.33
2024-09-17T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,468.58
2024-09-18T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,466.55
2024-09-19T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,478.34
2024-09-20T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,477.43
2024-09-23T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,478.7
2024-09-24T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,481.01
2024-09-25T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,481.45
2024-09-26T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,485.07
2024-09-27T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,482.38
2024-09-30T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,483.68
2024-10-01T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,476.94
2024-10-02T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,477.62
2024-10-03T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,477.26
2024-10-04T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,482.94
2024-10-07T04:00:00Z,100000.0,100000.0,RISK_OFF,pullback,0,0.0,477.77
2024-10-08T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,484.9
2024-10-09T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,488.72
2024-10-10T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,488.16
2024-10-11T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,488.93
2024-10-14T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,493.03
2024-10-15T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,486.44
2024-10-16T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,486.5
2024-10-17T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,486.84
2024-10-18T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,490.03
2024-10-21T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,490.97
2024-10-22T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,491.5
2024-10-23T04:00:00Z,100000.0,100000.0,RISK_ON,momentum,0,0.0,483.97
2024-10-24T04:00:00Z,99961.0,60961.0,RISK_ON,momentum,13,0.0,487.9
2024-10-25T04:00:00Z,100063.0115309985,54950.85491874335,RISK_ON,momentum,15,0.0,490.87
2024-10-28T04:00:00Z,100026.4491164296,54950.85491874335,RISK_ON,momentum,15,0.0004253719817606762,490.95
2024-10-29T04:00:00Z,100566.66460510234,58048.78792884474,RISK_ON,momentum,15,0.0,495.66
2024-10-30T04:00:00Z,100244.26162202687,59593.89991179826,RISK_ON,momentum,15,0.0032212201790387395,491.92
2024-10-31T04:00:00Z,99372.80401741544,58608.86583577038,RISK_OFF,pullback,15,0.01179290461286002,479.5
2024-11-01T04:00:00Z,99778.13315387352,60408.32906750585,RISK_ON,momentum,15,0.0078535652912896,483.05
2024-11-04T05:00:00Z,99656.7689821749,60408.32906750585,RISK_ON,momentum,15,0.009078241866919589,481.64
2024-11-05T05:00:00Z,100127.95709423117,60408.32906750585,RISK_ON,momentum,15,0.004393055329377663,487.79
2024-11-06T05:00:00Z,101188.40585724394,65980.08935196715,RISK_ON,momentum,15,0.0,501.04
2024-11-07T05:00:00Z,101901.66441668499,69968.52979834181,RISK_ON,momentum,15,0.0,508.92
2024-11-08T05:00:00Z,101566.10950272653,70062.50571719807,RISK_ON,momentum,15,0.003271190711832577,509.52
2024-11-11T05:00:00Z,101716.31855603782,70279.01203007837,RISK_ON,momentum,15,0.0017958973819053887,509.22
2024-11-12T05:00:00Z,102358.68283540466,72123.97549858633,RISK_ON,momentum,15,0.0,508.3
2024-11-13T05:00:00Z,102740.36165150286,72895.45952678988,RISK_ON,momentum,15,0.0,507.65
2024-11-14T05:00:00Z,102387.84398115124,71668.27844610896,RISK_ON,momentum,15,0.0033907414415542164,504.12
2024-11-15T05:00:00Z,101561.44626388694,68821.00142498343,RISK_OFF,pullback,15,0.011331738155228295,492.11
2024-11-18T05:00:00Z,102022.57417499066,70674.1390533727,RISK_ON,momentum,15,0.006856534032900218,495.53
2024-11-19T05:00:00Z,102468.09996943965,71480.27082182195,RISK_ON,momentum,15,0.0026496398208420385,498.94
2024-11-20T05:00:00Z,102238.30765893655,71480.27082182195,RISK_ON,momentum,15,0.004894108423040071,498.65
2024-11-21T05:00:00Z,103597.83904871212,73175.9920392545,RISK_ON,momentum,15,0.0,500.44
2024-11-22T05:00:00Z,103930.6799344497,75093.24231699342,RISK_ON,momentum,15,0.0,501.24
2024-11-25T05:00:00Z,104097.36781467046,77250.38881536278,RISK_ON,momentum,15,0.0,502.04
2024-11-26T05:00:00Z,104134.55531713042,78802.93037853841,RISK_ON,momentum,15,0.0,504.73
2024-11-27T05:00:00Z,103804.47889969236,76543.49771650847,RISK_ON,momentum,15,0.0030865563975884442,500.76
2024-11-29T05:00:00Z,103958.26242942331,76543.49771650847,RISK_ON,momentum,15,0.0017078320322201847,505.16
2024-12-02T05:00:00Z,104011.87436530211,77322.89334757644,RISK_ON,momentum,15,0.0011855145383904662,510.66
2024-12-03T05:00:00Z,104142.98638788564,77322.89334757644,RISK_ON,momentum,15,0.0,512.22
2024-12-04T05:00:00Z,104942.09653781529,79847.9586535655,RISK_ON,momentum,15,0.0,518.56
2024-12-05T05:00:00Z,104603.4617300612,78142.76199551234,RISK_ON,momentum,15,0.0032072775712158647,517.12
2024-12-06T05:00:00Z,105163.9962021759,78955.94047015726,RISK_ON,momentum,15,0.0,521.75
2024-12-09T05:00:00Z,104871.14686671241,76537.85986601077,RISK_ON,momentum,15,0.002695630517347679,517.69
2024-12-10T05:00:00Z,103802.81378825838,71993.12938406502,RISK_ON,momentum,15,0.012816453747626314,515.92
2024-12-11T05:00:00Z,104302.83504082823,71993.12938406502,RISK_ON,momentum,15,0.008196421904051291,525.16
2024-12-12T05:00:00Z,104067.94760885034,71993.12938406502,RISK_ON,momentum,15,0.010429939290172616,521.77
2024-12-13T05:00:00Z,103789.87077362638,68395.77988460228,RISK_OFF,pullback,15,0.012989820949084227,525.76
2024-12-16T05:00:00Z,104280.27853536265,66642.35464219283,RISK_ON,momentum,15,0.008368041434406726,533.33
2024-12-17T05:00:00Z,104550.32738296733,67701.14549787152,RISK_ON,momentum,15,0.005832967889486402,530.98
2024-12-18T05:00:00Z,102755.61108794191,64848.77828456765,CRISIS,pullback,15,0.022642444485296256,511.83
2024-12-19T05:00:00Z,102753.48837531454,64848.77828456765,RISK_OFF,pullback,15,0.022928979901789298,509.55
2024-12-20T05:00:00Z,103785.56933322866,67874.14841216904,RISK_ON,momentum,15,0.013086244917297757,514.0
2024-12-23T05:00:00Z,103759.50010661107,68333.19776433987,RISK_ON,momentum,15,0.013299300144881272,519.01
2024-12-24T05:00:00Z,104104.2140118056,69401.27807533537,RISK_ON,momentum,15,0.010074919846438475,526.04
2024-12-26T05:00:00Z,104258.54447535196,70464.87460340835,RISK_ON,momentum,15,0.008607452021511915,525.69
2024-12-27T05:00:00Z,103676.31127379,72043.0899875885,RISK_ON,momentum,14,0.01413894175172847,518.7
2024-12-30T05:00:00Z,103231.44480832056,67276.21522266773,RISK_OFF,pullback,15,0.018193651176998192,511.8
2024-12-31T05:00:00Z,102821.47109397169,67276.21522266773,RISK_OFF,pullback,15,0.022282540103806262,507.45
2025-01-02T05:00:00Z,103505.9038878548,70078.92540131067,RISK_OFF,pullback,15,0.01568855280902924,506.46
2025-01-03T05:00:00Z,104237.82036563092,73356.26629761887,RISK_ON,momentum,15,0.00878344387047909,514.75
2025-01-06T05:00:00Z,104692.03659830526,73356.26629761887,RISK_ON,momentum,15,0.004495549371150933,520.66
2025-01-07T05:00:00Z,103929.4425539606,73356.26629761887,RISK_OFF,pullback,15,0.011746967815526213,511.37
2025-01-08T05:00:00Z,103822.84428021402,74416.18542057258,RISK_OFF,pullback,15,0.01275050971750082,511.46
2025-01-10T05:00:00Z,103619.42587295386,69812.41837045731,RISK_OFF,pullback,15,0.014561144486865709,503.44
2025-01-13T05:00:00Z,103252.68827282672,70860.56558379519,RISK_OFF,pullback,15,0.018172169206310002,501.82
2025-01-14T05:00:00Z,103217.0156256042,64719.115774489524,RISK_OFF,pullback,15,0.018402945421872256,501.35
2025-01-15T05:00:00Z,103941.95754114912,71063.91477075646,RISK_ON,momentum,15,0.011567571900675862,512.88
2025-01-16T05:00:00Z,104121.22655740219,72121.60043059982,RISK_ON,momentum,15,0.009913248461220363,509.29
2025-01-17T05:00:00Z,104570.70830210141,76434.04979283096,RISK_ON,momentum,15,0.0056081984584158235,517.88
2025-01-21T05:00:00Z,104747.09165136376,76995.22513709209,RISK_ON,momentum,15,0.003847037741738316,520.92
2025-01-22T05:00:00Z,105284.43747255334,76995.22513709209,RISK_ON,momentum,15,0.0,527.58
2025-01-23T05:00:00Z,105399.16812552128,76995.22513709209,RISK_ON,momentum,15,0.0,528.7
2025-01-24T05:00:00Z,105541.66848033734,78878.81025083596,RISK_ON,momentum,15,0.0,525.72
