date,equity,cash,regime,n_positions,drawdown,qqq_close,long_exposure,short_exposure,gross_exposure,net_exposure
2023-01-03T00:00:00Z,100000.0,100000.0,RISK_OFF,0,0.0,259.1838684082031,0.0,0.0,0.0,0.0
2023-01-04T00:00:00Z,99950.0,149950.0,RISK_OFF,1,0.0005,260.41864013671875,0.0,50000.0,50000.0,-50000.0
2023-01-05T00:00:00Z,100732.71281850443,149950.0,RISK_OFF,1,0.0,256.34197998046875,0.0,49217.28718149558,49217.28718149558,-49217.28718149558
2023-01-06T00:00:00Z,99374.2445975214,149950.0,RISK_OFF,1,0.013485869515205516,263.4173889160156,0.0,50575.75540247859,50575.75540247859,-50575.75540247859
2023-01-09T00:00:00Z,99046.8545003995,149950.0,RISK_OFF,1,0.01673595668114721,265.12255859375,0.0,50903.14549960051,50903.14549960051,-50903.14549960051
2023-01-10T00:00:00Z,98615.98862492995,149950.0,RISK_OFF,1,0.02101327497640512,267.3666687011719,0.0,51334.01137507005,51334.01137507005,-51334.01137507005
2023-01-11T00:00:00Z,97727.8898863032,149950.0,RISK_OFF,1,0.029829663553439544,271.9922180175781,0.0,52222.1101136968,52222.1101136968,-52222.1101136968
2023-01-12T00:00:00Z,97445.67522808615,149950.0,RECOVERY,1,0.0326312823158124,273.46209716796875,0.0,52504.32477191384,52504.32477191384,-52504.32477191384
2023-01-13T00:00:00Z,97031.54675312227,97031.54675312227,RECOVERY,0,0.03674244405638862,275.34368896484375,0.0,0.0,0.0,0.0
2023-01-17T00:00:00Z,97031.54675312227,97031.54675312227,RECOVERY,0,0.03674244405638862,275.9023132324219,0.0,0.0,0.0,0.0
2023-01-18T00:00:00Z,97031.54675312227,97031.54675312227,RECOVERY,0,0.03674244405638862,272.3155822753906,0.0,0.0,0.0,0.0
2023-01-19T00:00:00Z,97031.54675312227,97031.54675312227,RECOVERY,0,0.03674244405638862,269.64019775390625,0.0,0.0,0.0,0.0
2023-01-20T00:00:00Z,97031.54675312227,97031.54675312227,RISK_OFF,0,0.03674244405638862,277.0194091796875,0.0,0.0,0.0,0.0
2023-01-23T00:00:00Z,96983.03097974573,145498.80435630685,RECOVERY,1,0.03722407283436019,283.1736755371094,0.0,48515.77337656113,48515.77337656113,-48515.77337656113
2023-01-24T00:00:00Z,97033.66365161765,97033.66365161765,RECOVERY,0,0.03672142905107254,282.5955505371094,0.0,0.0,0.0,0.0
2023-01-25T00:00:00Z,97033.66365161765,97033.66365161765,RECOVERY,0,0.03672142905107254,281.9683837890625,0.0,0.0,0.0,0.0
2023-01-26T00:00:00Z,97033.66365161765,97033.66365161765,RECOVERY,0,0.03672142905107254,287.4659423828125,0.0,0.0,0.0,0.0
2023-01-27T00:00:00Z,97033.66365161765,97033.66365161765,RECOVERY,0,0.03672142905107254,290.3274841308594,0.0,0.0,0.0,0.0
2023-01-30T00:00:00Z,97033.66365161765,97033.66365161765,RECOVERY,0,0.03672142905107254,284.4573974609375,0.0,0.0,0.0,0.0
2023-01-31T00:00:00Z,97033.66365161765,97033.66365161765,RECOVERY,0,0.03672142905107254,288.7203674316406,0.0,0.0,0.0,0.0
2023-02-01T00:00:00Z,97033.66365161765,97033.66365161765,RECOVERY,0,0.03672142905107254,294.8941955566406,0.0,0.0,0.0,0.0
2023-02-02T00:00:00Z,97033.66365161765,97033.66365161765,RISK_ON,0,0.03672142905107254,305.4779357910156,0.0,0.0,0.0,0.0
2023-02-03T00:00:00Z,96936.72692469298,4.547473508864641e-13,RISK_ON,14,0.03768374530576657,300.0489196777344,96936.72692469298,0.0,96936.72692469298,96936.72692469298
2023-02-06T00:00:00Z,96900.95462198343,4.547473508864641e-13,RISK_ON,14,0.03803886631570107,297.5107116699219,96900.95462198343,0.0,96900.95462198343,96900.95462198343
2023-02-07T00:00:00Z,97435.21028392244,4.547473508864641e-13,RISK_ON,14,0.032735170555004085,303.6747741699219,97435.21028392244,0.0,97435.21028392244,97435.21028392244
2023-02-08T00:00:00Z,95545.21934666483,4.547473508864641e-13,RISK_ON,14,0.05149760516413554,298.2751159667969,95545.21934666483,0.0,95545.21934666483,95545.21934666483
2023-02-09T00:00:00Z,91194.70550870434,4.547473508864641e-13,RISK_ON,14,0.09468629448097193,295.638916015625,91194.70550870434,0.0,91194.70550870434,91194.70550870434
2023-02-10T00:00:00Z,89475.39222661861,4.547473508864641e-13,RISK_ON,14,0.11175436734408947,293.6985778808594,89475.39222661861,0.0,89475.39222661861,89475.39222661861
2023-02-13T00:00:00Z,90134.13791501787,4.547473508864641e-13,RISK_ON,14,0.1052148265140301,298.4025573730469,90134.13791501787,0.0,90134.13791501787,90134.13791501787
2023-02-14T00:00:00Z,92972.53281157553,4.547473508864641e-13,RISK_ON,14,0.07703733762150174,300.6074523925781,92972.53281157553,0.0,92972.53281157553,92972.53281157553
2023-02-15T00:00:00Z,99022.97261950838,4.547473508864641e-13,RISK_ON,14,0.016973038362191044,302.9104309082031,99022.97261950838,0.0,99022.97261950838,99022.97261950838
2023-02-16T00:00:00Z,95699.41525174848,4.547473508864641e-13,RISK_ON,14,0.04996686206421062,297.2265625,95699.41525174848,0.0,95699.41525174848,95699.41525174848
2023-02-17T00:00:00Z,95958.04668663433,22798.3016820108,RISK_ON,10,0.04739936013113106,295.12939453125,73159.74500462353,0.0,73159.74500462353,73159.74500462353
2023-02-21T00:00:00Z,92663.05814055556,22798.3016820108,RISK_ON,10,0.0801095736644004,288.14215087890625,69864.75645854475,0.0,69864.75645854475,69864.75645854475
2023-02-22T00:00:00Z,93093.32882176059,22798.3016820108,RISK_ON,10,0.07583816401835748,288.3577575683594,70295.02713974979,0.0,70295.02713974979,70295.02713974979
2023-02-23T00:00:00Z,92990.52186118267,22798.3016820108,RISK_ON,10,0.07685875561865667,290.8763427734375,70192.22017917187,0.0,70192.22017917187,70192.22017917187
2023-02-24T00:00:00Z,90566.08894312331,22798.3016820108,RISK_ON,10,0.10092673562459174,286.0058288574219,67767.7872611125,0.0,67767.7872611125,67767.7872611125
2023-02-27T00:00:00Z,91695.52651492003,22798.3016820108,RISK_ON,10,0.08971451329685905,288.05401611328125,68897.22483290923,0.0,68897.22483290923,68897.22483290923
2023-02-28T00:00:00Z,92918.84230881816,22798.3016820108,RISK_ON,10,0.07757033729216586,287.68157958984375,70120.54062680736,0.0,70120.54062680736,70120.54062680736
2023-03-01T00:00:00Z,91490.77260143652,22798.3016820108,RISK_ON,10,0.0917471589762465,285.3688049316406,68692.47091942572,0.0,68692.47091942572,68692.47091942572
2023-03-02T00:00:00Z,91280.65003985901,22798.3016820108,RISK_OFF,10,0.09383310063013696,287.73052978515625,68482.34835784821,0.0,68482.34835784821,68482.34835784821
2023-03-03T00:00:00Z,93642.6280720349,45573.80506233958,RISK_ON,11,0.07038512661963263,293.67901611328125,70867.12469170612,22798.3016820108,93665.42637371692,48068.82300969532
2023-03-06T00:00:00Z,92828.42062215976,0.0,RISK_ON,14,0.0784679770372735,294.0122375488281,92828.42062215976,0.0,92828.42062215976,92828.42062215976
2023-03-07T00:00:00Z,91287.41927548281,0.0,RISK_ON,14,0.09376590065671826,290.4058837890625,91287.41927548281,0.0,91287.41927548281,91287.41927548281
2023-03-08T00:00:00Z,92006.54418269821,0.0,RISK_ON,14,0.08662695952136844,291.8562927246094,92006.54418269821,0.0,92006.54418269821,92006.54418269821
2023-03-09T00:00:00Z,87983.41711127303,0.0,RISK_ON,14,0.12656559473586795,286.7995910644531,87983.41711127303,0.0,87983.41711127303,87983.41711127303
2023-03-10T00:00:00Z,85394.2243891702,85394.2243891702,RISK_OFF,0,0.15142060904011548,282.7718811035156,0.0,0.0,0.0,0.0
2023-03-13T00:00:00Z,85394.2243891702,85394.2243891702,RISK_OFF,0,0.15226918843107518,284.8691101074219,0.0,0.0,0.0,0.0
2023-03-14T00:00:00Z,85394.2243891702,85394.2243891702,RISK_OFF,0,0.15226918843107518,291.415283203125,0.0,0.0,0.0,0.0
2023-03-15T00:00:00Z,85394.2243891702,85394.2243891702,RISK_OFF,0,0.15226918843107518,292.9440612792969,0.0,0.0,0.0,0.0
2023-03-16T00:00:00Z,85394.2243891702,85394.2243891702,RISK_OFF,0,0.15226918843107518,300.6662902832031,0.0,0.0,0.0,0.0
2023-03-17T00:00:00Z,85394.2243891702,85394.2243891702,RISK_ON,0,0.15226918843107518,299.24530029296875,0.0,0.0,0.0,0.0
2023-03-20T00:00:00Z,85394.2243891702,85394.2243891702,RISK_OFF,0,0.15226918843107518,300.3072814941406,0.0,0.0,0.0,0.0
2023-03-21T00:00:00Z,85394.2243891702,85394.2243891702,RISK_OFF,0,0.15226918843107518,304.5964050292969,0.0,0.0,0.0,0.0
2023-03-22T00:00:00Z,85394.2243891702,85394.2243891702,RISK_ON,0,0.15226918843107518,300.45452880859375,0.0,0.0,0.0,0.0
2023-03-23T00:00:00Z,85394.2243891702,85394.2243891702,RISK_OFF,0,0.15226918843107518,304.017333984375,0.0,0.0,0.0,0.0
2023-03-24T00:00:00Z,85394.2243891702,85394.2243891702,RISK_OFF,0,0.15226918843107518,305.1361999511719,0.0,0.0,0.0,0.0
2023-03-27T00:00:00Z,85394.2243891702,85394.2243891702,RISK_ON,0,0.15226918843107518,303.045654296875,0.0,0.0,0.0,0.0
2023-03-28T00:00:00Z,85394.2243891702,85394.2243891702,RISK_ON,0,0.15226918843107518,301.43597412109375,0.0,0.0,0.0,0.0
2023-03-29T00:00:00Z,85394.2243891702,85394.2243891702,RISK_ON,0,0.15226918843107518,306.932373046875,0.0,0.0,0.0,0.0
2023-03-30T00:00:00Z,85394.2243891702,85394.2243891702,RISK_ON,0,0.15226918843107518,309.8375549316406,0.0,0.0,0.0,0.0
2023-03-31T00:00:00Z,85394.2243891702,85394.2243891702,RISK_ON,0,0.15226918843107518,314.9904479980469,0.0,0.0,0.0,0.0
