max_positions,cash_floor_pct,entry_buffer_pct,allow_caution_entries,total_return,annualized_return,sharpe,max_drawdown,win_rate,profit_factor,trades,avg_invested_pct,max_invested_pct,vs_qqq_return
18,0.1,0.0,False,0.1295760249303617,0.062432086523087404,0.9264138738408966,0.0730525249417879,0.7492029755579172,1.2676861846278864,941,0.22971095991422932,0.5019508303945507,-0.42598923613574025
18,0.05,0.12,False,0.1295760249303617,0.062432086523087404,0.9264138738408966,0.0730525249417879,0.7492029755579172,1.2676861846278864,941,0.22971095991422932,0.5019508303945507,-0.42598923613574025
18,0.05,0.0,False,0.1295760249303617,0.062432086523087404,0.9264138738408966,0.0730525249417879,0.7492029755579172,1.2676861846278864,941,0.22971095991422932,0.5019508303945507,-0.42598923613574025
18,0.05,0.06,False,0.1295760249303617,0.062432086523087404,0.9264138738408966,0.0730525249417879,0.7492029755579172,1.2676861846278864,941,0.22971095991422932,0.5019508303945507,-0.42598923613574025
18,0.1,0.12,False,0.1295760249303617,0.062432086523087404,0.9264138738408966,0.0730525249417879,0.7492029755579172,1.2676861846278864,941,0.22971095991422932,0.5019508303945507,-0.42598923613574025
18,0.15,0.12,False,0.1295760249303617,0.062432086523087404,0.9264138738408966,0.0730525249417879,0.7492029755579172,1.2676861846278864,941,0.22971095991422932,0.5019508303945507,-0.42598923613574025
18,0.15,0.0,False,0.1295760249303617,0.062432086523087404,0.9264138738408966,0.0730525249417879,0.7492029755579172,1.2676861846278864,941,0.22971095991422932,0.5019508303945507,-0.42598923613574025
18,0.15,0.06,False,0.1295760249303617,0.062432086523087404,0.9264138738408966,0.0730525249417879,0.7492029755579172,1.2676861846278864,941,0.22971095991422932,0.5019508303945507,-0.42598923613574025
18,0.1,0.06,False,0.1295760249303617,0.062432086523087404,0.9264138738408966,0.0730525249417879,0.7492029755579172,1.2676861846278864,941,0.22971095991422932,0.5019508303945507,-0.42598923613574025
25,0.15,0.12,True,0.166934774095173,0.07975426514554562,0.8819921152335796,0.09953797357953062,0.7494287890327495,1.2382629965913037,1313,0.3169362868245137,0.7126755449765052,-0.38863048697092895
25,0.1,0.12,True,0.166934774095173,0.07975426514554562,0.8819921152335796,0.09953797357953062,0.7494287890327495,1.2382629965913037,1313,0.3169362868245137,0.7126755449765052,-0.38863048697092895
25,0.15,0.0,True,0.166934774095173,0.07975426514554562,0.8819921152335796,0.09953797357953062,0.7494287890327495,1.2382629965913037,1313,0.3169362868245137,0.7126755449765052,-0.38863048697092895
25,0.05,0.0,True,0.166934774095173,0.07975426514554562,0.8819921152335796,0.09953797357953062,0.7494287890327495,1.2382629965913037,1313,0.3169362868245137,0.7126755449765052,-0.38863048697092895
25,0.15,0.06,True,0.166934774095173,0.07975426514554562,0.8819921152335796,0.09953797357953062,0.7494287890327495,1.2382629965913037,1313,0.3169362868245137,0.7126755449765052,-0.38863048697092895
25,0.1,0.0,True,0.166934774095173,0.07975426514554562,0.8819921152335796,0.09953797357953062,0.7494287890327495,1.2382629965913037,1313,0.3169362868245137,0.7126755449765052,-0.38863048697092895
25,0.1,0.06,True,0.166934774095173,0.07975426514554562,0.8819921152335796,0.09953797357953062,0.7494287890327495,1.2382629965913037,1313,0.3169362868245137,0.7126755449765052,-0.38863048697092895
25,0.05,0.12,True,0.166934774095173,0.07975426514554562,0.8819921152335796,0.09953797357953062,0.7494287890327495,1.2382629965913037,1313,0.3169362868245137,0.7126755449765052,-0.38863048697092895
25,0.05,0.06,True,0.166934774095173,0.07975426514554562,0.8819921152335796,0.09953797357953062,0.7494287890327495,1.2382629965913037,1313,0.3169362868245137,0.7126755449765052,-0.38863048697092895
20,0.05,0.06,False,0.1170362195998742,0.05655331455097201,0.7580149319884859,0.09802806329785836,0.7454370797310279,1.2053103388392115,1041,0.25277973013860844,0.5625722741471587,-0.43852904146622773
20,0.05,0.0,False,0.1170362195998742,0.05655331455097201,0.7580149319884859,0.09802806329785836,0.7454370797310279,1.2053103388392115,1041,0.25277973013860844,0.5625722741471587,-0.43852904146622773
20,0.1,0.0,False,0.1170362195998742,0.05655331455097201,0.7580149319884859,0.09802806329785836,0.7454370797310279,1.2053103388392115,1041,0.25277973013860844,0.5625722741471587,-0.43852904146622773
20,0.1,0.06,False,0.1170362195998742,0.05655331455097201,0.7580149319884859,0.09802806329785836,0.7454370797310279,1.2053103388392115,1041,0.25277973013860844,0.5625722741471587,-0.43852904146622773
20,0.15,0.12,False,0.1170362195998742,0.05655331455097201,0.7580149319884859,0.09802806329785836,0.7454370797310279,1.2053103388392115,1041,0.25277973013860844,0.5625722741471587,-0.43852904146622773
20,0.15,0.06,False,0.1170362195998742,0.05655331455097201,0.7580149319884859,0.09802806329785836,0.7454370797310279,1.2053103388392115,1041,0.25277973013860844,0.5625722741471587,-0.43852904146622773
20,0.15,0.0,False,0.1170362195998742,0.05655331455097201,0.7580149319884859,0.09802806329785836,0.7454370797310279,1.2053103388392115,1041,0.25277973013860844,0.5625722741471587,-0.43852904146622773
20,0.1,0.12,False,0.1170362195998742,0.05655331455097201,0.7580149319884859,0.09802806329785836,0.7454370797310279,1.2053103388392115,1041,0.25277973013860844,0.5625722741471587,-0.43852904146622773
20,0.05,0.12,False,0.1170362195998742,0.05655331455097201,0.7580149319884859,0.09802806329785836,0.7454370797310279,1.2053103388392115,1041,0.25277973013860844,0.5625722741471587,-0.43852904146622773
15,0.05,0.0,False,0.0849124941939634,0.04134020721482168,0.7179108404112103,0.07887280708597023,0.7470817120622568,1.2082644615888642,771,0.1939906243971846,0.41057340787102936,-0.47065276687213853
15,0.05,0.06,False,0.0849124941939634,0.04134020721482168,0.7179108404112103,0.07887280708597023,0.7470817120622568,1.2082644615888642,771,0.1939906243971846,0.41057340787102936,-0.47065276687213853
15,0.1,0.06,False,0.0849124941939634,0.04134020721482168,0.7179108404112103,0.07887280708597023,0.7470817120622568,1.2082644615888642,771,0.1939906243971846,0.41057340787102936,-0.47065276687213853
15,0.1,0.12,False,0.0849124941939634,0.04134020721482168,0.7179108404112103,0.07887280708597023,0.7470817120622568,1.2082644615888642,771,0.1939906243971846,0.41057340787102936,-0.47065276687213853
15,0.1,0.0,False,0.0849124941939634,0.04134020721482168,0.7179108404112103,0.07887280708597023,0.7470817120622568,1.2082644615888642,771,0.1939906243971846,0.41057340787102936,-0.47065276687213853
15,0.05,0.12,False,0.0849124941939634,0.04134020721482168,0.7179108404112103,0.07887280708597023,0.7470817120622568,1.2082644615888642,771,0.1939906243971846,0.41057340787102936,-0.47065276687213853
15,0.15,0.12,False,0.0849124941939634,0.04134020721482168,0.7179108404112103,0.07887280708597023,0.7470817120622568,1.2082644615888642,771,0.1939906243971846,0.41057340787102936,-0.47065276687213853
15,0.15,0.0,False,0.0849124941939634,0.04134020721482168,0.7179108404112103,0.07887280708597023,0.7470817120622568,1.2082644615888642,771,0.1939906243971846,0.41057340787102936,-0.47065276687213853
15,0.15,0.06,False,0.0849124941939634,0.04134020721482168,0.7179108404112103,0.07887280708597023,0.7470817120622568,1.2082644615888642,771,0.1939906243971846,0.41057340787102936,-0.47065276687213853
15,0.05,0.12,True,0.08476977253508555,0.04127211542323761,0.7172104249622075,0.07638448667523419,0.7513020833333334,1.2047860879369827,768,0.19283080323677945,0.45020259116602473,-0.4707954885310164
15,0.05,0.0,True,0.08476977253508555,0.04127211542323761,0.7172104249622075,0.07638448667523419,0.7513020833333334,1.2047860879369827,768,0.19283080323677945,0.45020259116602473,-0.4707954885310164
15,0.1,0.06,True,0.08476977253508555,0.04127211542323761,0.7172104249622075,0.07638448667523419,0.7513020833333334,1.2047860879369827,768,0.19283080323677945,0.45020259116602473,-0.4707954885310164
15,0.05,0.06,True,0.08476977253508555,0.04127211542323761,0.7172104249622075,0.07638448667523419,0.7513020833333334,1.2047860879369827,768,0.19283080323677945,0.45020259116602473,-0.4707954885310164
15,0.1,0.0,True,0.08476977253508555,0.04127211542323761,0.7172104249622075,0.07638448667523419,0.7513020833333334,1.2047860879369827,768,0.19283080323677945,0.45020259116602473,-0.4707954885310164
15,0.15,0.12,True,0.08476977253508555,0.04127211542323761,0.7172104249622075,0.07638448667523419,0.7513020833333334,1.2047860879369827,768,0.19283080323677945,0.45020259116602473,-0.4707954885310164
15,0.15,0.0,True,0.08476977253508555,0.04127211542323761,0.7172104249622075,0.07638448667523419,0.7513020833333334,1.2047860879369827,768,0.19283080323677945,0.45020259116602473,-0.4707954885310164
15,0.1,0.12,True,0.08476977253508555,0.04127211542323761,0.7172104249622075,0.07638448667523419,0.7513020833333334,1.2047860879369827,768,0.19283080323677945,0.45020259116602473,-0.4707954885310164
15,0.15,0.06,True,0.08476977253508555,0.04127211542323761,0.7172104249622075,0.07638448667523419,0.7513020833333334,1.2047860879369827,768,0.19283080323677945,0.45020259116602473,-0.4707954885310164
25,0.15,0.12,False,0.1258644821530277,0.06069551742775059,0.6820691866475256,0.10602064318591722,0.7356589147286822,1.166577608363813,1290,0.31231792990305585,0.702599896061169,-0.42970077891307423
25,0.1,0.06,False,0.12240298627454882,0.059073344345705436,0.6605914085087555,0.1087583791721339,0.7357473035439137,1.1600338779262986,1298,0.3124074933174215,0.7326408010553469,-0.4331622747915531
25,0.1,0.0,False,0.12240298627454882,0.059073344345705436,0.6605914085087555,0.1087583791721339,0.7357473035439137,1.1600338779262986,1298,0.3124074933174215,0.7326408010553469,-0.4331622747915531
25,0.05,0.06,False,0.12240298627454882,0.059073344345705436,0.6605914085087555,0.1087583791721339,0.7357473035439137,1.1600338779262986,1298,0.3124074933174215,0.7326408010553469,-0.4331622747915531
25,0.05,0.12,False,0.12240298627454882,0.059073344345705436,0.6605914085087555,0.1087583791721339,0.7357473035439137,1.1600338779262986,1298,0.3124074933174215,0.7326408010553469,-0.4331622747915531
25,0.05,0.0,False,0.12240298627454882,0.059073344345705436,0.6605914085087555,0.1087583791721339,0.7357473035439137,1.1600338779262986,1298,0.3124074933174215,0.7326408010553469,-0.4331622747915531
25,0.1,0.12,False,0.12240298627454882,0.059073344345705436,0.6605914085087555,0.1087583791721339,0.7357473035439137,1.1600338779262986,1298,0.3124074933174215,0.7326408010553469,-0.4331622747915531
25,0.15,0.06,False,0.12240298627454882,0.059073344345705436,0.6605914085087555,0.1087583791721339,0.7357473035439137,1.1600338779262986,1298,0.3124074933174215,0.7326408010553469,-0.4331622747915531
25,0.15,0.0,False,0.12240298627454882,0.059073344345705436,0.6605914085087555,0.1087583791721339,0.7357473035439137,1.1600338779262986,1298,0.3124074933174215,0.7326408010553469,-0.4331622747915531
18,0.1,0.0,True,0.08153172553898802,0.03972604678983638,0.5875583085191642,0.07823560231183353,0.7462365591397849,1.1575605580587662,930,0.232471100431239,0.5402917575490765,-0.4740335355271139
18,0.05,0.12,True,0.08153172553898802,0.03972604678983638,0.5875583085191642,0.07823560231183353,0.7462365591397849,1.1575605580587662,930,0.232471100431239,0.5402917575490765,-0.4740335355271139
