date,equity,cash,regime,n_positions,drawdown,qqq_close,long_exposure,short_exposure,gross_exposure,net_exposure
2024-08-14T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,457.93,0.0,0.0,0.0,0.0
2024-08-15T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,469.5,0.0,0.0,0.0,0.0
2024-08-16T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,470.1,0.0,0.0,0.0,0.0
2024-08-19T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,476.28,0.0,0.0,0.0,0.0
2024-08-20T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,475.28,0.0,0.0,0.0,0.0
2024-08-21T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,477.49,0.0,0.0,0.0,0.0
2024-08-22T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,469.92,0.0,0.0,0.0,0.0
2024-08-23T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,475.02,0.0,0.0,0.0,0.0
2024-08-26T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,470.41,0.0,0.0,0.0,0.0
2024-08-27T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,471.81,0.0,0.0,0.0,0.0
2024-08-28T04:00:00Z,100000.0,100000.0,RISK_ON,0,0.0,466.46,0.0,0.0,0.0,0.0
2024-08-29T04:00:00Z,99980.0,79980.0,RISK_ON,5,0.0002,465.78,20000.0,0.0,20000.0,20000.0
2024-08-30T04:00:00Z,99909.29271411317,79980.0,RISK_ON,5,0.0009070728588683414,471.33,19929.292714113173,0.0,19929.292714113173,19929.292714113173
2024-09-03T04:00:00Z,98889.83654606905,79980.0,RISK_ON,5,0.011101634539309452,457.02,18909.836546069055,0.0,18909.836546069055,18909.836546069055
2024-09-04T04:00:00Z,98551.1207820218,79980.0,RISK_ON,5,0.014488792179782032,455.83,18571.1207820218,0.0,18571.1207820218,18571.1207820218
2024-09-05T04:00:00Z,98367.1509759627,79980.0,RISK_ON,5,0.016328490240373066,456.26,18387.15097596269,0.0,18387.15097596269,18387.15097596269
